train/n_updates,time/time_elapsed,time/episodes,train/critic_loss,train/learning_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/actor_loss
492600,3305,4928,11102.209497528076,0.001,149,-510.53874936,100.0,492800,452.8486541748048
493000,3307,4932,10081.176600646972,0.001,149,-510.72568656,100.0,493200,444.1808978271485
493400,3310,4936,11631.525800018313,0.001,149,-510.7711766,100.0,493600,448.8163995361328
493800,3313,4940,4175.110007781983,0.001,149,-510.81827017,100.0,494000,459.9101574707031
494200,3315,4944,8798.954641723632,0.001,149,-510.75555253,100.0,494400,444.59774841308587
494600,3318,4948,5109.46799850464,0.001,149,-510.65865922,100.0,494800,459.7134552001953
495000,3321,4952,8053.354261932373,0.001,149,-510.65186761,100.0,495200,439.4296844482422
495400,3323,4956,7177.1656414031995,0.001,149,-510.88495416,100.0,495600,442.9072351074218
495800,3326,4960,8672.217913513183,0.001,149,-510.42222101,100.0,496000,448.6716241455078
496200,3329,4964,6152.151312408449,0.001,149,-510.48538673,100.0,496400,440.8526104736328
496600,3332,4968,5908.477180480957,0.001,149,-509.82956481,100.0,496800,452.9573388671875
497000,3334,4972,9849.74343322754,0.001,149,-509.90481071,100.0,497200,460.46934997558594
497400,3337,4976,4943.3239408874515,0.001,149,-509.92231413,100.0,497600,448.3289685058594
497800,3340,4980,5784.47998626709,0.001,149,-510.24889858,100.0,498000,451.8702667236328
498200,3342,4984,9501.6132623291,0.001,149,-510.20239015,100.0,498400,442.3710925292969
498600,3345,4988,4372.919002380371,0.001,149,-509.86898738,100.0,498800,447.320361328125
499000,3348,4992,10822.995064544677,0.001,149,-509.39766286,100.0,499200,446.92059020996095
499400,3350,4996,8035.640988616943,0.001,149,-509.24230655,100.0,499600,454.472455444336
499800,3353,5000,8582.268181152342,0.001,149,-509.21354517,100.0,500000,456.4349157714844
