train/n_updates,time/time_elapsed,time/episodes,train/critic_loss,train/learning_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/actor_loss
245400,1646,2456,8686.026096496582,0.001,149,-508.67186224,100.0,245600,493.53482360839837
245800,1649,2460,13989.511870727541,0.001,149,-509.69870713,100.0,246000,493.0699188232422
246200,1652,2464,12930.694390563965,0.001,149,-509.21047154,100.0,246400,493.55263122558586
246600,1655,2468,12251.54685089111,0.001,149,-509.33408645,100.0,246800,488.31484069824216
247000,1657,2472,11701.30398727417,0.001,149,-509.31191715,100.0,247200,482.31357543945313
247400,1660,2476,17725.050556030274,0.001,149,-509.4824527,100.0,247600,482.0030389404297
247800,1663,2480,12570.142420043943,0.001,149,-509.53543752,100.0,248000,501.9004296875
248200,1665,2484,12992.182720947263,0.001,149,-509.55227435,100.0,248400,482.8993524169922
248600,1668,2488,12336.220160522462,0.001,149,-509.45221841,100.0,248800,491.23927612304686
249000,1671,2492,17499.079479370117,0.001,149,-509.38944705,100.0,249200,473.7925604248048
249400,1673,2496,17294.341015930175,0.001,149,-509.11176881,100.0,249600,473.7143969726562
249800,1676,2500,7504.059651184082,0.001,149,-510.23286377,100.0,250000,483.4994836425781
250200,1679,2504,12382.115191955569,0.001,149,-510.15634248,100.0,250400,485.6593591308594
250600,1682,2508,8107.169569702149,0.001,149,-510.05015456,100.0,250800,475.9674591064453
251000,1684,2512,7004.661182403564,0.001,149,-510.00102029,100.0,251200,492.25232177734375
251400,1687,2516,17271.962922058105,0.001,149,-509.7176373,100.0,251600,483.4350512695312
251800,1690,2520,8207.92528503418,0.001,149,-509.70014789,100.0,252000,483.9166223144532
252200,1692,2524,10529.568598937989,0.001,149,-509.600476,100.0,252400,508.26030334472654
252600,1695,2528,19688.04935974121,0.001,149,-509.62740907,100.0,252800,497.3297009277344
253000,1698,2532,17172.183807983398,0.001,149,-509.20675413,100.0,253200,483.00857360839836
253400,1700,2536,11681.6813092041,0.001,149,-509.15823357,100.0,253600,482.9826202392578
253800,1703,2540,15045.267358398438,0.001,149,-510.54510589,100.0,254000,495.15898681640624
254200,1706,2544,14066.64438659668,0.001,149,-510.49287328,100.0,254400,497.07627502441414
254600,1709,2548,19402.853564453126,0.001,149,-510.61904381,100.0,254800,480.6003778076172
255000,1711,2552,9970.541366882324,0.001,149,-510.93509388,100.0,255200,486.159536743164
255400,1714,2556,14014.59263305664,0.001,149,-510.87569122,100.0,255600,485.8094305419922
255800,1717,2560,13195.91577178955,0.001,149,-509.57345301,100.0,256000,500.4639825439453
256200,1719,2564,11552.349323120117,0.001,149,-509.61937572,100.0,256400,487.33605041503904
256600,1722,2568,13396.494868774414,0.001,149,-510.03493928,100.0,256800,493.0928338623047
257000,1725,2572,12816.694440307618,0.001,149,-509.93680845,100.0,257200,487.7183532714844
257400,1728,2576,8641.45582458496,0.001,149,-509.91898478,100.0,257600,476.25777221679687
257800,1730,2580,13923.059159393313,0.001,149,-510.09157762,100.0,258000,492.7453149414063
258200,1733,2584,13833.150892181397,0.001,149,-510.39005782,100.0,258400,483.0006848144531
258600,1736,2588,10365.12381362915,0.001,149,-510.61122246,100.0,258800,483.82303161621087
259000,1738,2592,16270.703504638672,0.001,149,-510.43275301,100.0,259200,495.10230834960936
259400,1741,2596,11399.659975585935,0.001,149,-510.34692206,100.0,259600,471.850908203125
259800,1744,2600,20541.049452819825,0.001,149,-509.54377569,100.0,260000,478.9877227783203
260200,1747,2604,9283.395455322265,0.001,149,-509.55329333,100.0,260400,474.48978515625
260600,1749,2608,7812.916600494384,0.001,149,-509.68250163,100.0,260800,471.7758404541016
261000,1752,2612,8418.515941467285,0.001,149,-509.64714928,100.0,261200,464.50253967285164
261400,1755,2616,14863.51928955078,0.001,149,-509.85065369,100.0,261600,464.0304931640625
261800,1757,2620,14645.317778320312,0.001,149,-509.7509155,100.0,262000,491.83040893554687
262200,1760,2624,18737.005748291016,0.001,149,-509.59317507,100.0,262400,470.7983953857422
262600,1763,2628,14685.4407711792,0.001,149,-509.76810701,100.0,262800,473.3423059082031
263000,1765,2632,15258.125020141602,0.001,149,-509.93146874,100.0,263200,482.0131640625
263400,1768,2636,18390.25467926025,0.001,149,-509.95921421,100.0,263600,487.88082946777337
263800,1771,2640,11027.439225463868,0.001,149,-508.57640449,100.0,264000,481.43289306640617
264200,1773,2644,8515.096174316406,0.001,149,-508.41136714,100.0,264400,490.8322290039063
264600,1776,2648,6146.630873718262,0.001,149,-508.57893155,100.0,264800,487.11476989746086
265000,1779,2652,7744.197694702148,0.001,149,-508.37946697,100.0,265200,481.32255310058594
265400,1782,2656,11707.398159179687,0.001,149,-508.25042643,100.0,265600,471.1099920654297
265800,1784,2660,16698.041893005367,0.001,149,-508.35832645,100.0,266000,459.43708740234376
266200,1787,2664,17996.1598727417,0.001,149,-508.45526049,100.0,266400,473.53659423828117
266600,1790,2668,15455.463079528809,0.001,149,-508.68001147,100.0,266800,475.6824298095703
267000,1792,2672,10708.394279785156,0.001,149,-509.0830374,100.0,267200,473.4989318847656
267400,1795,2676,9156.874128417967,0.001,149,-508.90816207,100.0,267600,465.5086083984375
267800,1798,2680,10227.408808288574,0.001,149,-508.71467736,100.0,268000,460.877021484375
268200,1800,2684,11953.131369018554,0.001,149,-508.61789868,100.0,268400,470.7126922607422
268600,1803,2688,11410.804665985108,0.001,149,-508.45301691,100.0,268800,476.69397399902346
269000,1806,2692,20511.758212890625,0.001,149,-509.01101164,100.0,269200,470.5029498291016
269400,1808,2696,11372.816860351562,0.001,149,-509.10564257,100.0,269600,463.24488159179685
269800,1811,2700,21008.93486572265,0.001,149,-510.09716783,100.0,270000,450.63372009277344
270200,1813,2704,11156.722355651855,0.001,149,-510.26546351,100.0,270400,474.7564562988282
270600,1816,2708,12008.587422180175,0.001,149,-510.05958892,100.0,270800,460.1435388183594
271000,1819,2712,8368.952198181152,0.001,149,-510.41795412,100.0,271200,465.13772888183587
271400,1821,2716,13603.254570007324,0.001,149,-510.4114552,100.0,271600,466.302299194336
271800,1824,2720,10202.012553100583,0.001,149,-510.78996494,100.0,272000,472.2642645263672
272200,1827,2724,15974.221130371094,0.001,149,-510.85399167,100.0,272400,478.1026251220703
272600,1829,2728,14608.038577270509,0.001,149,-511.13432945,100.0,272800,460.7165344238282
273000,1832,2732,11259.905289611816,0.001,149,-511.16394212,100.0,273200,470.73459228515617
273400,1835,2736,19017.639598083497,0.001,149,-511.16038749,100.0,273600,470.520859375
273800,1837,2740,11262.943882751464,0.001,149,-511.2408129,100.0,274000,465.3227551269531
274200,1840,2744,10973.053872833252,0.001,149,-511.26938132,100.0,274400,476.9612139892578
274600,1843,2748,10285.880244445802,0.001,149,-511.26770542,100.0,274800,470.6705041503906
275000,1845,2752,14754.753872070312,0.001,149,-511.27142398,100.0,275200,469.1391534423828
275400,1848,2756,9730.119527282715,0.001,149,-511.47092117,100.0,275600,464.0743548583985
275800,1851,2760,13392.606307067872,0.001,149,-511.9891325,100.0,276000,468.29491271972654
276200,1853,2764,12955.561159057617,0.001,149,-511.99305778,100.0,276400,443.2342022705078
276600,1856,2768,13131.940316467286,0.001,149,-511.90610031,100.0,276800,462.09061157226563
277000,1859,2772,11550.496750488279,0.001,149,-511.61847191,100.0,277200,471.8053302001953
277400,1862,2776,12177.51002166748,0.001,149,-512.05033802,100.0,277600,482.24718505859374
277800,1864,2780,14801.263280944824,0.001,149,-511.98232348,100.0,278000,475.2489318847656
278200,1867,2784,11081.520834350586,0.001,149,-511.90890063,100.0,278400,483.39717163085936
278600,1870,2788,11843.989327697756,0.001,149,-511.87062651,100.0,278800,469.1114227294922
279000,1872,2792,12236.93424621582,0.001,149,-511.74998647,100.0,279200,467.23249877929686
279400,1875,2796,20288.507635192876,0.001,149,-511.86183001,100.0,279600,473.33150268554687
279800,1878,2800,11377.009109954834,0.001,149,-510.73965205,100.0,280000,471.7543963623047
280200,1880,2804,15451.281815948489,0.001,149,-510.59297667,100.0,280400,459.58731384277337
280600,1883,2808,13845.648004150393,0.001,149,-510.45352823,100.0,280800,470.3702166748047
281000,1886,2812,11669.861030273438,0.001,149,-510.13543067,100.0,281200,465.8279705810547
281400,1888,2816,7818.144746856689,0.001,149,-509.81666249,100.0,281600,481.9692443847656
281800,1891,2820,15121.424214477542,0.001,149,-509.4740214,100.0,282000,462.8601123046875
282200,1894,2824,19769.979586486817,0.001,149,-509.515654,100.0,282400,460.1939642333985
282600,1896,2828,8002.245651855469,0.001,149,-509.22937139,100.0,282800,464.7722509765625
283000,1899,2832,11622.342858276366,0.001,149,-509.32547113,100.0,283200,460.84732421875
283400,1902,2836,15977.140108642578,0.001,149,-509.52220598,100.0,283600,477.2049005126953
283800,1905,2840,8731.170170593261,0.001,149,-509.4553381,100.0,284000,472.4465850830078
284200,1907,2844,11410.793937072754,0.001,149,-509.44342509,100.0,284400,450.3407360839844
284600,1910,2848,12556.787963256837,0.001,149,-509.17067142,100.0,284800,471.4916479492188
285000,1913,2852,15175.393531494141,0.001,149,-509.41734163,100.0,285200,473.6211956787109
285400,1915,2856,13898.324776763917,0.001,149,-509.41448411,100.0,285600,468.97243591308586
285800,1918,2860,18032.377174682617,0.001,149,-508.85704504,100.0,286000,484.62170166015625
286200,1921,2864,13374.16434036255,0.001,149,-509.00594129,100.0,286400,460.3809790039063
286600,1923,2868,12097.598336791993,0.001,149,-508.66827117,100.0,286800,459.7330267333985
287000,1926,2872,6118.361622619629,0.001,149,-508.849541,100.0,287200,484.97520080566414
287400,1929,2876,9886.913223571775,0.001,149,-508.60206069000003,100.0,287600,455.7467065429688
287800,1932,2880,10393.569479370117,0.001,149,-508.90607151,100.0,288000,467.8252557373047
288200,1934,2884,8296.060700683594,0.001,149,-508.9130055,100.0,288400,481.4497052001953
288600,1937,2888,7779.491917266846,0.001,149,-508.92140429,100.0,288800,467.92238952636717
289000,1940,2892,6910.597795410156,0.001,149,-508.58584874,100.0,289200,473.6868182373047
289400,1942,2896,10199.97795349121,0.001,149,-508.71120137,100.0,289600,465.48730529785166
289800,1945,2900,6959.856884918213,0.001,149,-508.97922484,100.0,290000,477.419935913086
290200,1948,2904,13511.808237304687,0.001,149,-508.88821503,100.0,290400,465.22010986328127
290600,1950,2908,18607.902801513672,0.001,149,-509.00548964,100.0,290800,460.0564093017578
291000,1953,2912,17684.28418334961,0.001,149,-509.3450155,100.0,291200,454.83564819335936
291400,1956,2916,14909.723631591796,0.001,149,-509.70519977,100.0,291600,464.451185913086
291800,1959,2920,22072.328208007813,0.001,149,-510.04049251,100.0,292000,459.4994598388672
292200,1961,2924,14897.952124938965,0.001,149,-510.22366343,100.0,292400,455.3696160888672
292600,1964,2928,8972.842325744628,0.001,149,-510.33442411,100.0,292800,462.68530639648435
293000,1967,2932,8586.85246520996,0.001,149,-510.17392829,100.0,293200,471.1943450927735
293400,1969,2936,7579.306806335449,0.001,149,-510.0323743,100.0,293600,473.6341046142578
293800,1972,2940,19596.91669311524,0.001,149,-510.13994741,100.0,294000,450.26149963378913
294200,1975,2944,7526.532964477539,0.001,149,-510.00568829,100.0,294400,449.609623413086
294600,1978,2948,7857.100677490234,0.001,149,-510.0948921,100.0,294800,443.5466925048828
295000,1980,2952,17605.11528564453,0.001,149,-509.86415755,100.0,295200,465.0856964111328
295400,1983,2956,11423.705587768554,0.001,149,-509.87034577000003,100.0,295600,464.63758239746096
295800,1986,2960,8238.536591339109,0.001,149,-509.81826956,100.0,296000,442.07015625
296200,1988,2964,17349.184128112793,0.001,149,-509.95737321,100.0,296400,470.2355780029297
296600,1991,2968,9221.49985168457,0.001,149,-509.84092105,100.0,296800,458.3703289794922
297000,1994,2972,6872.994116363526,0.001,149,-509.73791603,100.0,297200,462.16115173339836
297400,1996,2976,17973.430732421875,0.001,149,-509.69628245,100.0,297600,450.51462463378914
297800,1999,2980,9812.628043212891,0.001,149,-509.73748511,100.0,298000,460.1026556396485
298200,2002,2984,16108.376544494631,0.001,149,-510.04082638,100.0,298400,463.73830810546883
298600,2004,2988,6242.488312530518,0.001,149,-510.11987365,100.0,298800,433.6204290771485
299000,2007,2992,11523.34262451172,0.001,149,-510.18710329,100.0,299200,458.5195361328125
299400,2010,2996,11548.821263427737,0.001,149,-510.03227809,100.0,299600,467.7573034667969
299800,2012,3000,7113.948298034668,0.001,149,-509.88002635,100.0,300000,461.7720336914063
300200,2015,3004,16899.928644714357,0.001,149,-509.86934138,100.0,300400,452.0247723388672
300600,2018,3008,14395.94447052002,0.001,149,-509.74246803,100.0,300800,459.1765948486328
301000,2020,3012,10511.185020446776,0.001,149,-509.5281729,100.0,301200,460.8335321044922
301400,2023,3016,12267.568871765137,0.001,149,-509.36327826,100.0,301600,458.3169329833984
301800,2025,3020,15179.68003326416,0.001,149,-508.88026653,100.0,302000,438.61722106933587
302200,2028,3024,10433.88748916626,0.001,149,-508.63066918,100.0,302400,480.1996374511719
302600,2031,3028,9095.170708007812,0.001,149,-508.36946454,100.0,302800,471.2410955810547
303000,2033,3032,13481.923041992188,0.001,149,-508.27017717,100.0,303200,447.9542596435547
303400,2036,3036,9126.698486633299,0.001,149,-508.0517857,100.0,303600,438.901439819336
303800,2039,3040,10121.154207458496,0.001,149,-508.16348417,100.0,304000,444.9552557373047
304200,2042,3044,18413.502428894044,0.001,149,-508.20786836999997,100.0,304400,450.1136462402344
304600,2044,3048,6531.9094757080065,0.001,149,-508.16889364,100.0,304800,459.5338342285156
305000,2047,3052,8668.470238342285,0.001,149,-508.17458652,100.0,305200,456.9400958251953
305400,2050,3056,9693.824668579102,0.001,149,-507.86949102,100.0,305600,446.7308068847656
305800,2052,3060,9255.929477844238,0.001,149,-508.13246805,100.0,306000,448.3252154541016
306200,2055,3064,11078.043129577636,0.001,149,-507.96629872,100.0,306400,465.7556268310547
306600,2058,3068,10726.43934173584,0.001,149,-507.91998919,100.0,306800,447.9878540039063
307000,2060,3072,16008.322475891111,0.001,149,-509.07542028,100.0,307200,426.9213171386719
307400,2063,3076,17049.559179229735,0.001,149,-509.15227196,100.0,307600,457.4079461669922
307800,2066,3080,12973.061435546875,0.001,149,-509.00922728,100.0,308000,431.57149353027336
308200,2069,3084,12833.279739990234,0.001,149,-508.810263,100.0,308400,447.7462689208984
308600,2071,3088,19236.790743103033,0.001,149,-508.65732727,100.0,308800,439.86903869628907
309000,2074,3092,5504.518198394775,0.001,149,-509.03622485,100.0,309200,426.2618365478515
309400,2077,3096,13173.7168309021,0.001,149,-508.98716812,100.0,309600,443.4692150878906
309800,2079,3100,12532.541240081788,0.001,149,-509.05224083,100.0,310000,445.52476013183593
310200,2082,3104,13484.262309417725,0.001,149,-508.88660608,100.0,310400,458.08689453125
310600,2085,3108,11047.871620483398,0.001,149,-508.9429127,100.0,310800,456.4675390625
311000,2088,3112,11464.627866516112,0.001,149,-508.64644105,100.0,311200,436.75352478027344
311400,2090,3116,11048.624376220703,0.001,149,-508.54199793,100.0,311600,432.949736328125
311800,2093,3120,9710.399389801025,0.001,149,-510.19702811,100.0,312000,442.1664727783203
312200,2096,3124,15182.033598632812,0.001,149,-510.21444446,100.0,312400,446.07358459472664
312600,2098,3128,12222.980016479492,0.001,149,-510.27655677,100.0,312800,435.9071752929688
313000,2101,3132,15621.813424072263,0.001,149,-510.22471582,100.0,313200,424.0293463134765
313400,2104,3136,6737.9081841278075,0.001,149,-510.28091557,100.0,313600,448.28345703125
313800,2106,3140,10195.345815429688,0.001,149,-510.07607854,100.0,314000,443.90569091796885
314200,2109,3144,11539.839814453126,0.001,149,-510.29860424,100.0,314400,426.2774017333985
314600,2112,3148,14756.697948303225,0.001,149,-510.17399583,100.0,314800,439.9063543701172
315000,2114,3152,9152.848958740236,0.001,149,-510.00726048,100.0,315200,422.6586486816406
315400,2117,3156,8780.8540675354,0.001,149,-510.43339614,100.0,315600,416.0053125
315800,2120,3160,13820.827926025393,0.001,149,-510.29193618,100.0,316000,427.33544921875
316200,2122,3164,6076.263900146484,0.001,149,-510.3172637,100.0,316400,440.62009826660164
316600,2125,3168,11005.49956451416,0.001,149,-510.51880865,100.0,316800,433.3785528564453
317000,2128,3172,13594.703314208984,0.001,149,-510.06486626,100.0,317200,430.8171594238281
317400,2131,3176,9436.082136383055,0.001,149,-510.09401211,100.0,317600,432.1934252929688
317800,2133,3180,10529.317970428468,0.001,149,-510.15871731,100.0,318000,437.6091375732422
318200,2136,3184,12678.268885498046,0.001,149,-510.19045533,100.0,318400,434.2326129150391
318600,2139,3188,8882.93872894287,0.001,149,-510.27446078,100.0,318800,414.6926885986328
319000,2141,3192,17241.808821411134,0.001,149,-511.2833559,100.0,319200,433.0785540771485
319400,2144,3196,10205.926334838869,0.001,149,-511.72111714,100.0,319600,422.996591796875
319800,2147,3200,9164.796883087158,0.001,149,-511.31867022,100.0,320000,430.25243896484375
320200,2150,3204,9639.857086486816,0.001,149,-511.54795636,100.0,320400,426.07473022460937
320600,2152,3208,11277.987838134766,0.001,149,-511.88050326,100.0,320800,425.86972778320313
321000,2155,3212,10949.600307312012,0.001,149,-512.62120737,100.0,321200,432.4002099609375
321400,2158,3216,14197.855988464355,0.001,149,-512.5542579,100.0,321600,451.0646112060547
321800,2160,3220,6180.783527832031,0.001,149,-511.43181944,100.0,322000,438.11406005859374
322200,2163,3224,9407.722075805665,0.001,149,-511.76445544,100.0,322400,432.7211279296875
322600,2166,3228,10091.8107131958,0.001,149,-511.95980118,100.0,322800,430.3975860595703
323000,2168,3232,13407.091824645997,0.001,149,-512.3575768,100.0,323200,447.20087646484376
323400,2171,3236,6216.372964172363,0.001,149,-512.79921738,100.0,323600,437.20506164550784
323800,2174,3240,11280.562572021485,0.001,149,-513.41761761,100.0,324000,440.420400390625
324200,2176,3244,4421.170695953369,0.001,149,-513.37554577,100.0,324400,450.0246551513672
324600,2179,3248,10583.992521057131,0.001,149,-513.66856952,100.0,324800,452.47952392578117
325000,2182,3252,13319.149535522462,0.001,149,-513.90818582,100.0,325200,441.8244250488281
325400,2185,3256,9257.610265350342,0.001,149,-513.96785794,100.0,325600,432.9967602539063
325800,2187,3260,9064.562131652832,0.001,149,-514.54238514,100.0,326000,448.2698236083984
326200,2190,3264,11806.103934326173,0.001,149,-514.83140962,100.0,326400,446.2621209716797
326600,2193,3268,12408.828833007812,0.001,149,-514.78463429,100.0,326800,447.13364868164064
327000,2195,3272,14207.489109191894,0.001,149,-514.14080444,100.0,327200,459.181869506836
327400,2198,3276,5170.475847625732,0.001,149,-515.53424734,100.0,327600,454.09011962890617
327800,2201,3280,14705.008759460448,0.001,149,-515.81016414,100.0,328000,458.002490234375
328200,2203,3284,5091.50349609375,0.001,149,-516.00283424,100.0,328400,463.2971301269531
328600,2206,3288,15672.925549926758,0.001,149,-516.1439878,100.0,328800,460.2371466064453
329000,2208,3292,12137.263920898438,0.001,149,-514.96934077,100.0,329200,475.286693725586
329400,2211,3296,8566.371722564698,0.001,149,-514.93431657,100.0,329600,442.9622637939452
329800,2214,3300,15682.270068664551,0.001,149,-515.46957776,100.0,330000,463.55470642089836
330200,2216,3304,10314.71074798584,0.001,149,-515.77111987,100.0,330400,468.5290264892577
330600,2219,3308,22288.271981201167,0.001,149,-515.89926662,100.0,330800,472.0353802490234
331000,2221,3312,15180.940367736817,0.001,149,-515.64661017,100.0,331200,469.1289440917969
331400,2224,3316,8588.110653381347,0.001,149,-516.06182484,100.0,331600,471.2282586669922
331800,2227,3320,9028.9914654541,0.001,149,-516.60515879,100.0,332000,474.53034912109376
332200,2229,3324,10299.492758941651,0.001,149,-516.87862207,100.0,332400,469.1874005126953
332600,2232,3328,8775.244269714356,0.001,149,-516.96880415,100.0,332800,480.3544348144531
333000,2235,3332,16550.902335815434,0.001,149,-517.33154006,100.0,333200,485.52675170898436
333400,2238,3336,7788.39770828247,0.001,149,-517.22607897,100.0,333600,488.9002038574219
333800,2240,3340,11628.68283569336,0.001,149,-516.88717028,100.0,334000,487.3602258300782
334200,2243,3344,12677.20121170044,0.001,149,-517.45467629,100.0,334400,482.41119506835935
334600,2246,3348,7440.313720550537,0.001,149,-518.09127447,100.0,334800,480.27784912109377
335000,2248,3352,11524.800927124023,0.001,149,-518.29472627,100.0,335200,473.177587890625
335400,2251,3356,21732.28441619873,0.001,149,-518.17708146,100.0,335600,488.29705505371095
335800,2254,3360,14144.14939590454,0.001,149,-518.17035086,100.0,336000,487.3332727050781
336200,2256,3364,9708.81051361084,0.001,149,-518.16155139,100.0,336400,484.54994567871086
336600,2259,3368,8478.802973937989,0.001,149,-518.62025093,100.0,336800,492.0294177246094
337000,2262,3372,16303.268544006347,0.001,149,-518.79088444,100.0,337200,498.99394775390624
337400,2264,3376,9328.640326385495,0.001,149,-517.7287522,100.0,337600,482.7453204345703
337800,2267,3380,17276.817225341798,0.001,149,-517.58351057,100.0,338000,497.4879174804688
338200,2270,3384,9247.698172912598,0.001,149,-517.31697465,100.0,338400,493.5986004638672
338600,2273,3388,14589.74195953369,0.001,149,-518.00934892,100.0,338800,489.10866760253913
339000,2275,3392,6853.807798919678,0.001,149,-519.27303736,100.0,339200,495.3625024414063
339400,2278,3396,7950.736594848633,0.001,149,-519.32638461,100.0,339600,485.78059997558586
339800,2281,3400,10791.877174987792,0.001,149,-519.59074812,100.0,340000,493.7962158203125
340200,2283,3404,11822.384750061035,0.001,149,-520.03524697,100.0,340400,497.3851922607422
340600,2286,3408,15783.651096191406,0.001,149,-519.94950405,100.0,340800,497.0136151123047
341000,2289,3412,18535.178088378907,0.001,149,-520.00133417,100.0,341200,500.6051885986328
341400,2291,3416,15913.124750976562,0.001,149,-519.89786144,100.0,341600,505.21810424804687
341800,2294,3420,8360.22120956421,0.001,149,-519.66002377,100.0,342000,503.81243713378905
342200,2297,3424,13636.951831817627,0.001,149,-519.39427552,100.0,342400,501.628214111328
342600,2299,3428,7930.879816894531,0.001,149,-519.60185302,100.0,342800,512.1475396728515
343000,2302,3432,19138.093672790532,0.001,149,-519.46665608,100.0,343200,508.8021209716797
343400,2305,3436,11446.143987731934,0.001,149,-519.80549229,100.0,343600,501.8347314453125
343800,2307,3440,14586.570390014651,0.001,149,-519.8887434,100.0,344000,503.6802490234375
344200,2310,3444,5423.911275024414,0.001,149,-519.67368573,100.0,344400,512.0324645996094
344600,2313,3448,15223.962611694336,0.001,149,-519.23440563,100.0,344800,505.2489709472656
345000,2315,3452,10852.096413269042,0.001,149,-519.3151029,100.0,345200,501.457817993164
345400,2318,3456,8195.313873748779,0.001,149,-519.37489158,100.0,345600,492.38780517578124
345800,2321,3460,11237.972852172852,0.001,149,-519.71214492,100.0,346000,506.0132220458984
346200,2324,3464,19966.56612304688,0.001,149,-519.55892147,100.0,346400,500.83838928222656
346600,2326,3468,13680.454335632325,0.001,149,-519.56811134,100.0,346800,516.0970397949219
347000,2329,3472,16828.56774810791,0.001,149,-520.04588643,100.0,347200,498.4507275390625
347400,2332,3476,7208.065355529785,0.001,149,-519.73386679,100.0,347600,509.60125
347800,2334,3480,13502.764820251465,0.001,149,-519.62683903,100.0,348000,511.52614196777336
348200,2337,3484,12551.308800506591,0.001,149,-519.90551982,100.0,348400,518.2107672119141
348600,2340,3488,10367.610470428466,0.001,149,-519.34348228,100.0,348800,503.02827819824216
349000,2342,3492,5639.067177734375,0.001,149,-518.20432247,100.0,349200,509.1037567138672
349400,2345,3496,11611.659151916503,0.001,149,-517.8349321000001,100.0,349600,508.7240051269531
349800,2348,3500,17074.943013916014,0.001,149,-517.72581794,100.0,350000,505.0158782958985
350200,2350,3504,12549.610330505371,0.001,149,-517.34521321,100.0,350400,514.8676666259765
350600,2353,3508,8949.906477203369,0.001,149,-517.73169618,100.0,350800,510.59455993652335
351000,2356,3512,9360.21297149658,0.001,149,-517.41143493,100.0,351200,527.2679583740235
351400,2358,3516,8082.294698791504,0.001,149,-517.45176202,100.0,351600,521.6819940185546
351800,2361,3520,7487.038408203125,0.001,149,-517.13490056,100.0,352000,515.9349926757811
352200,2364,3524,10001.409157714843,0.001,149,-517.24381034,100.0,352400,508.16378479003913
352600,2366,3528,9815.166825561524,0.001,149,-517.29367536,100.0,352800,518.5505004882813
353000,2369,3532,11112.756307067872,0.001,149,-517.50763402,100.0,353200,510.21140625
353400,2372,3536,7957.476357269287,0.001,149,-517.7447323600001,100.0,353600,513.6019586181642
353800,2375,3540,9126.655313720705,0.001,149,-517.67332404,100.0,354000,506.949458618164
354200,2377,3544,9058.734861297607,0.001,149,-517.49273387,100.0,354400,508.24008239746087
354600,2380,3548,11433.269096984863,0.001,149,-517.62227959,100.0,354800,506.74831237792966
355000,2383,3552,12743.83241607666,0.001,149,-517.72942306,100.0,355200,519.7059320068361
355400,2385,3556,11394.80539413452,0.001,149,-517.72815786,100.0,355600,508.99802307128914
355800,2388,3560,10938.197344055176,0.001,149,-517.34759001,100.0,356000,517.2386163330078
356200,2391,3564,10440.266611022951,0.001,149,-517.16833224,100.0,356400,500.6707751464844
356600,2393,3568,15407.741085510252,0.001,149,-516.77337073,100.0,356800,504.4451916503906
357000,2396,3572,15063.912059936523,0.001,149,-516.59911809,100.0,357200,502.3202404785157
357400,2399,3576,9597.082503051757,0.001,149,-517.03500993,100.0,357600,507.4949365234375
357800,2402,3580,16900.115831604006,0.001,149,-517.22861407,100.0,358000,517.6900885009767
358200,2404,3584,7846.579995269775,0.001,149,-517.36890444,100.0,358400,499.71950866699217
358600,2407,3588,18317.568790893558,0.001,149,-517.41646215,100.0,358800,507.1173120117188
359000,2409,3592,10445.03180923462,0.001,149,-517.44967271,100.0,359200,496.63433654785166
359400,2412,3596,13905.991005706786,0.001,149,-517.50049124,100.0,359600,509.8152062988281
359800,2415,3600,15760.477468566894,0.001,149,-517.35226407,100.0,360000,487.9002655029297
360200,2417,3604,6658.383429870605,0.001,149,-517.17804689,100.0,360400,490.5891015625
360600,2420,3608,12326.894224243164,0.001,149,-516.87699466,100.0,360800,481.8213165283203
361000,2422,3612,14790.011133117676,0.001,149,-517.4334462,100.0,361200,485.05128601074216
361400,2425,3616,11066.951469573974,0.001,149,-517.44405308,100.0,361600,493.391841430664
361800,2428,3620,12617.140618896485,0.001,149,-517.26840145,100.0,362000,488.554271850586
362200,2430,3624,7024.7303982543945,0.001,149,-516.95291811,100.0,362400,501.6676336669922
362600,2433,3628,10239.976650848388,0.001,149,-516.6497651,100.0,362800,495.6369549560547
363000,2436,3632,7592.1837504577625,0.001,149,-515.98602096,100.0,363200,493.0779510498047
363400,2438,3636,5141.854499206543,0.001,149,-515.75560942,100.0,363600,489.8801092529297
363800,2441,3640,5397.41673614502,0.001,149,-515.76009061,100.0,364000,481.13617553710935
364200,2444,3644,12252.919375,0.001,149,-516.119166,100.0,364400,497.8798986816406
364600,2447,3648,7915.642742767334,0.001,149,-516.35945581,100.0,364800,476.18421264648435
365000,2449,3652,12216.0713571167,0.001,149,-516.23117289,100.0,365200,503.4118371582031
365400,2452,3656,10342.80727294922,0.001,149,-517.9705061,100.0,365600,481.44473876953117
365800,2455,3660,13262.817956542971,0.001,149,-517.8808121,100.0,366000,484.99640991210936
366200,2457,3664,10451.60440185547,0.001,149,-517.97681933,100.0,366400,478.4155432128906
366600,2460,3668,8245.03122833252,0.001,149,-518.12812961,100.0,366800,483.15286193847663
367000,2463,3672,10382.206688690185,0.001,149,-517.92792067,100.0,367200,490.83408203125
367400,2465,3676,7176.164925384522,0.001,149,-517.50067477,100.0,367600,479.75666442871096
367800,2468,3680,3998.652430267334,0.001,149,-517.44768408,100.0,368000,488.29720092773437
368200,2471,3684,14161.151753540042,0.001,149,-517.4212912,100.0,368400,484.40614685058586
368600,2474,3688,12266.763619384763,0.001,149,-517.09978574,100.0,368800,497.2961999511719
