time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss
3934,600400,100.0,-5045.27518333,3831.326346282959,152,6004,0.001,600200,179.09550405502318
3936,600800,100.0,-5049.9245759,4991.412727203369,152,6008,0.001,600600,191.03927345275883
3939,601200,100.0,-5050.04340913,5139.1025371551505,152,6012,0.001,601000,169.0782493853569
3942,601600,100.0,-5050.85614836,7538.2444846725475,152,6016,0.001,601400,169.85520362854004
3944,602000,100.0,-5051.91554267,7442.483326950073,152,6020,0.001,601800,186.43859590530394
3947,602400,100.0,-5053.28076566,6467.201230773926,152,6024,0.001,602200,179.96346020504834
3949,602800,100.0,-5053.3879201400005,4504.0685363769535,152,6028,0.001,602600,200.12573734283447
3952,603200,100.0,-5053.73187614,5602.003830871582,152,6032,0.001,603000,195.6877463722229
3955,603600,100.0,-5058.91500971,2613.075730514526,152,6036,0.001,603400,192.4988232116401
3957,604000,100.0,-5058.56012672,6074.64905708313,152,6040,0.001,603800,180.47536329269408
3960,604400,100.0,-5059.86308235,7789.512289047241,152,6044,0.001,604200,167.71289690017701
3962,604800,100.0,-5060.96141966,9754.868198280334,152,6048,0.001,604600,186.43695068359372
3965,605200,100.0,-5058.69369101,4196.476552429199,152,6052,0.001,605000,168.67242987632753
3968,605600,100.0,-5058.65444512,5380.851164474488,152,6056,0.001,605400,170.06185665130616
3970,606000,100.0,-5058.96766955,2664.47610912323,152,6060,0.001,605800,169.89077030181886
3973,606400,100.0,-5058.09153116,4111.3594296646115,152,6064,0.001,606200,164.95145133972167
3976,606800,100.0,-5057.74153148,4128.634354248047,152,6068,0.001,606600,166.56928379058837
3978,607200,100.0,-5056.87431809,4839.50208808899,152,6072,0.001,607000,170.36529079437256
3981,607600,100.0,-5056.61913316,2907.9296591186517,152,6076,0.001,607400,188.9077511978149
3983,608000,100.0,-5059.18915859,5138.891618690491,152,6080,0.001,607800,169.0163902282715
3986,608400,100.0,-5059.75606714,7284.652278137207,152,6084,0.001,608200,181.16224467277527
3989,608800,100.0,-5059.34494675,7169.139464912415,152,6088,0.001,608600,173.88526447296144
3991,609200,100.0,-5064.00336757,5520.168126945496,152,6092,0.001,609000,179.44591857910157
3994,609600,100.0,-5064.72653457,7223.446361522674,152,6096,0.001,609400,172.91713268280034
3997,610000,100.0,-5063.86080485,4341.442533760071,152,6100,0.001,609800,165.6624842453003
3999,610400,100.0,-5063.28703611,5012.191997261048,152,6104,0.001,610200,158.79510327339173
4002,610800,100.0,-5060.9133064,6703.093295631409,152,6108,0.001,610600,163.90040103912352
4004,611200,100.0,-5061.38826304,5593.72088722229,152,6112,0.001,611000,174.88843666076664
4007,611600,100.0,-5060.82149972,4746.925671920776,152,6116,0.001,611400,174.67323153495792
4010,612000,100.0,-5062.00631792,4765.744675693512,152,6120,0.001,611800,158.6356474685669
4012,612400,100.0,-5061.09572896,4299.761721343994,152,6124,0.001,612200,165.62164154052738
4015,612800,100.0,-5060.84324767,3778.6236527252204,152,6128,0.001,612600,165.2298735427856
4018,613200,100.0,-5060.68278392,6273.045694656372,152,6132,0.001,613000,162.2824722290039
4020,613600,100.0,-5056.56466873,6443.6940914535535,152,6136,0.001,613400,161.7947755742073
4023,614000,100.0,-5057.27616071,6142.211968040468,152,6140,0.001,613800,171.7949725151062
4025,614400,100.0,-5057.12639149,5004.634566955567,152,6144,0.001,614200,163.4295053243637
4028,614800,100.0,-5056.82199189,3546.094489936829,152,6148,0.001,614600,173.17422065734863
4031,615200,100.0,-5057.09978199,5172.597159423828,152,6152,0.001,615000,168.3038733100891
4033,615600,100.0,-5056.22810727,15015.77365371704,152,6156,0.001,615400,179.71330005645748
4036,616000,100.0,-5056.8084183,7746.700946121216,152,6160,0.001,615800,174.95243782043457
4039,616400,100.0,-5059.28731887,5483.407560386658,152,6164,0.001,616200,177.45834650278093
4041,616800,100.0,-5060.26088477,8161.5714212799085,152,6168,0.001,616600,171.61562786102294
4044,617200,100.0,-5061.14105155,4218.873197174073,152,6172,0.001,617000,174.87448554992676
4046,617600,100.0,-5065.74572713,8590.283900146484,152,6176,0.001,617400,164.20280881881715
4049,618000,100.0,-5063.40841237,6960.520017585754,152,6180,0.001,617800,176.43380384445192
4052,618400,100.0,-5062.4043848,4125.009474411011,152,6184,0.001,618200,182.46260256767272
4054,618800,100.0,-5061.3237231,6889.569490127564,152,6188,0.001,618600,177.10508420944214
4057,619200,100.0,-5055.62673081,5298.682307739258,152,6192,0.001,619000,176.31700801849362
4060,619600,100.0,-5055.15355588,6969.675862655638,152,6196,0.001,619400,190.49112186431884
4062,620000,100.0,-5056.10993742,3705.9279192352296,152,6200,0.001,619800,183.10329814910892
4065,620400,100.0,-5056.44797299,5766.757815475464,152,6204,0.001,620200,170.72450067520143
4067,620800,100.0,-5054.6443441,4620.587535591126,152,6208,0.001,620600,178.84036083221434
4070,621200,100.0,-5054.30879579,6936.067105484009,152,6212,0.001,621000,183.43817168235782
4073,621600,100.0,-5053.95319345,7601.466779556275,152,6216,0.001,621400,173.1872376346588
4075,622000,100.0,-5052.45425512,5021.056394042968,152,6220,0.001,621800,172.7605442237854
4078,622400,100.0,-5053.28814771,5804.247636528015,152,6224,0.001,622200,173.17562875032425
4081,622800,100.0,-5054.14616375,7265.766882896423,152,6228,0.001,622600,166.74045482873916
4083,623200,100.0,-5054.8151498,6343.025061950683,152,6232,0.001,623000,180.83950908660893
4086,623600,100.0,-5055.01853075,7103.273354187012,152,6236,0.001,623400,165.4519633769989
4088,624000,100.0,-5056.09969318,5124.470875015259,152,6240,0.001,623800,163.0749388694763
4091,624400,100.0,-5055.7201547,9962.651142578125,152,6244,0.001,624200,166.47963874816895
4094,624800,100.0,-5054.98858006,5830.058365020752,152,6248,0.001,624600,168.58911085128784
4096,625200,100.0,-5055.01961195,7272.491697921753,152,6252,0.001,625000,163.3061901473999
4099,625600,100.0,-5055.48288239,6605.9454246521,152,6256,0.001,625400,169.34593435287476
4101,626000,100.0,-5057.33242873,7052.770639266968,152,6260,0.001,625800,159.64075304031368
4104,626400,100.0,-5060.3566208,6993.947783126831,152,6264,0.001,626200,158.42876762390136
4107,626800,100.0,-5060.74833302,5499.31402458191,152,6268,0.001,626600,157.56603942871098
4109,627200,100.0,-5060.01857652,3592.000633392334,152,6272,0.001,627000,148.65013021469116
4112,627600,100.0,-5054.65660671,6260.849004440308,152,6276,0.001,627400,151.33082195281983
4115,628000,100.0,-5055.09132782,3167.3484330558776,152,6280,0.001,627800,143.63810062408447
4117,628400,100.0,-5059.5840723,18938.64132987976,152,6284,0.001,628200,147.87492053985596
4120,628800,100.0,-5061.78259446,4036.4522119140624,152,6288,0.001,628600,120.14825668334963
4122,629200,100.0,-5063.35286234,4098.317337570191,152,6292,0.001,629000,143.73087120056152
4125,629600,100.0,-5064.0653377,3743.838662490845,152,6296,0.001,629400,128.98850194215774
4128,630000,100.0,-5065.58243929,5574.164100646973,152,6300,0.001,629800,140.25161606788635
4130,630400,100.0,-5073.56602961,7587.60455253601,152,6304,0.001,630200,142.01493359565734
4133,630800,100.0,-5074.07075838,5192.822285537721,152,6308,0.001,630600,144.0124788856506
4136,631200,100.0,-5074.82378128,6540.504687652588,152,6312,0.001,631000,124.20757679700851
4138,631600,100.0,-5075.17457563,5818.541297607422,152,6316,0.001,631400,142.65725309371948
4141,632000,100.0,-5079.62203548,5959.149065322876,152,6320,0.001,631800,131.73207547187806
4144,632400,100.0,-5078.2012496,6521.58036026001,152,6324,0.001,632200,143.5912347650528
4146,632800,100.0,-5077.95946845,8780.745938034057,152,6328,0.001,632600,129.32781903386115
4149,633200,100.0,-5078.02868418,10162.435672302248,152,6332,0.001,633000,135.8204756641388
4151,633600,100.0,-5079.30143333,6299.682175178528,152,6336,0.001,633400,144.38550648450848
4154,634000,100.0,-5077.53550194,5123.004979934693,152,6340,0.001,633800,144.42598227500915
4157,634400,100.0,-5082.0328722,4862.100577545166,152,6344,0.001,634200,138.52243759632108
4159,634800,100.0,-5082.55108389,4556.095103912354,152,6348,0.001,634600,145.9312751197815
4162,635200,100.0,-5083.54882098,5940.063082809448,152,6352,0.001,635000,149.6707357788086
4165,635600,100.0,-5086.0208695,3327.530497779846,152,6356,0.001,635400,149.56471050262448
4167,636000,100.0,-5083.96929939,2777.018278579712,152,6360,0.001,635800,137.5743404006958
4170,636400,100.0,-5078.7541331,10718.050540237427,152,6364,0.001,636200,146.35193279743194
4172,636800,100.0,-5077.44589822,5669.276305351257,152,6368,0.001,636600,144.0624320602417
4175,637200,100.0,-5077.82909875,3477.1190065002447,152,6372,0.001,637000,145.53534278869628
4178,637600,100.0,-5078.42762529,3830.76785030365,152,6376,0.001,637400,148.17012635946273
4180,638000,100.0,-5079.66319422,5792.889713401794,152,6380,0.001,637800,152.33131102323532
4183,638400,100.0,-5076.46654835,5302.217765312194,152,6384,0.001,638200,179.94252691268917
4186,638800,100.0,-5075.54676794,8108.921447677612,152,6388,0.001,638600,182.2827246856689
4188,639200,100.0,-5074.18987493,6414.615291671753,152,6392,0.001,639000,170.57690071105958
4191,639600,100.0,-5072.88030095,4774.720086746216,152,6396,0.001,639400,170.71017309188844
4193,640000,100.0,-5071.37444537,4846.2486538696285,152,6400,0.001,639800,171.32173754692082
4196,640400,100.0,-5062.83368631,3551.0635704421998,152,6404,0.001,640200,165.264843916893
4199,640800,100.0,-5063.37281808,10313.515623626708,152,6408,0.001,640600,180.36705589294436
4201,641200,100.0,-5064.10107328,5560.136565361023,152,6412,0.001,641000,185.3873622512817
4204,641600,100.0,-5064.28726501,5713.617797241211,152,6416,0.001,641400,187.88907848358159
4207,642000,100.0,-5061.84653883,8768.653044433593,152,6420,0.001,641800,193.0325243282318
4209,642400,100.0,-5063.31465637,6991.986143112183,152,6424,0.001,642200,182.72601093292235
4212,642800,100.0,-5063.66341149,6453.963367004395,152,6428,0.001,642600,174.49345985412597
4214,643200,100.0,-5063.71255392,12968.966347351074,152,6432,0.001,643000,178.15449241638183
4217,643600,100.0,-5062.8062562,6749.891690139771,152,6436,0.001,643400,177.30752489089966
4220,644000,100.0,-5063.61430093,4233.0876717376705,152,6440,0.001,643800,160.87844661712646
4222,644400,100.0,-5059.23085122,10311.840068664553,152,6444,0.001,644200,178.79616022109985
4225,644800,100.0,-5059.18714514,6816.06267868042,152,6448,0.001,644600,186.09287906646728
4227,645200,100.0,-5058.98145152,5949.523751296997,152,6452,0.001,645000,178.41617475509645
4230,645600,100.0,-5057.19558193,4377.783933753967,152,6456,0.001,645400,185.90060565948482
4233,646000,100.0,-5060.39763018,9261.748096542358,152,6460,0.001,645800,179.53065425872802
4235,646400,100.0,-5177.50341169,6894.818562316895,152,6464,0.001,646200,163.39830068588256
4238,646800,100.0,-5257.07705963,5382.674763107299,152,6468,0.001,646600,168.83187885284426
4241,647200,100.0,-5255.36499782,5158.279054450989,152,6472,0.001,647000,168.6980965232849
4243,647600,100.0,-5255.12920272,7919.840396270752,152,6476,0.001,647400,185.86776558876042
4246,648000,100.0,-5255.71411252,7340.840511703491,152,6480,0.001,647800,170.97522565841675
4248,648400,100.0,-5255.04402722,10024.732662200928,152,6484,0.001,648200,164.8077544975281
4251,648800,100.0,-5254.48668097,8884.392182693482,152,6488,0.001,648600,161.51352711677552
4254,649200,100.0,-5254.4536208,23525.569667510987,152,6492,0.001,649000,173.80134769439698
4256,649600,100.0,-5258.82884222,6195.62327381134,152,6496,0.001,649400,157.5738855791092
4259,650000,100.0,-5258.321205,3175.5529836273195,152,6500,0.001,649800,150.727948179245
4262,650400,100.0,-5259.02611179,4963.518303146362,152,6504,0.001,650200,166.30414131641388
4264,650800,100.0,-5257.75272249,4857.550471496582,152,6508,0.001,650600,179.02480558395385
4267,651200,100.0,-5256.47363702,11907.048673553467,152,6512,0.001,651000,161.42725950241092
4269,651600,100.0,-5262.06836032,3711.43210861206,152,6516,0.001,651400,160.01718054656868
4272,652000,100.0,-5258.46753474,8070.980483779907,152,6520,0.001,651800,163.28425543665887
4275,652400,100.0,-5257.14334952,4272.041481170654,152,6524,0.001,652200,154.72402997016906
4277,652800,100.0,-5257.38152653,6523.916535949707,152,6528,0.001,652600,167.98962496280672
4280,653200,100.0,-5258.48778618,7628.150595855713,152,6532,0.001,653000,153.90722336769105
4283,653600,100.0,-5260.91309721,6887.4483614349365,152,6536,0.001,653400,151.7729069328308
4285,654000,100.0,-5261.73927335,9129.456985855102,152,6540,0.001,653800,139.05829578399658
4288,654400,100.0,-5260.56381814,8498.550378875732,152,6544,0.001,654200,152.72609448075298
4291,654800,100.0,-5262.26358723,2373.720396537781,152,6548,0.001,654600,153.83527162551883
4293,655200,100.0,-5262.50186045,5265.030168495178,152,6552,0.001,655000,150.16937183856962
4296,655600,100.0,-5261.56259467,4078.985686531066,152,6556,0.001,655400,156.86270572662355
4298,656000,100.0,-5261.68870956,20266.95924850464,152,6560,0.001,655800,142.70383320331572
4301,656400,100.0,-5145.79123576,4010.64325958252,152,6564,0.001,656200,142.96847005307674
4304,656800,100.0,-5066.81783013,5267.027124328613,152,6568,0.001,656600,141.25335584640504
4306,657200,100.0,-5070.16643132,2450.8749990463252,152,6572,0.001,657000,146.16375217437744
4309,657600,100.0,-5070.33740551,5330.100191955567,152,6576,0.001,657400,147.89129829406738
4312,658000,100.0,-5069.78294528,3167.1245332336425,152,6580,0.001,657800,135.50184701919557
4314,658400,100.0,-5072.44352633,5690.62165435791,152,6584,0.001,658200,139.99123429775238
4317,658800,100.0,-5071.64309359,5089.085076751709,152,6588,0.001,658600,146.09039004325868
4319,659200,100.0,-5071.2145165599995,3816.392176437378,152,6592,0.001,659000,143.9196970747039
4322,659600,100.0,-5068.59537114,3703.865100097656,152,6596,0.001,659400,137.12511581420898
4325,660000,100.0,-5071.61615271,2136.657332611084,152,6600,0.001,659800,148.73742641448973
4327,660400,100.0,-5072.43262373,5173.614429626465,152,6604,0.001,660200,145.98004203677178
4330,660800,100.0,-5073.4333656300005,8593.997271881104,152,6608,0.001,660600,132.26588668733837
4333,661200,100.0,-5073.64187305,10566.498293762206,152,6612,0.001,661000,134.60133126735687
4335,661600,100.0,-5068.33217504,4478.65318939209,152,6616,0.001,661400,144.508292350769
4338,662000,100.0,-5071.22460732,1194.499761352539,152,6620,0.001,661800,146.05878718614582
4340,662400,100.0,-5072.64509596,9283.830726776125,152,6624,0.001,662200,140.40587089538573
4343,662800,100.0,-5087.1042509,4863.011913566589,152,6628,0.001,662600,147.85639968872067
4346,663200,100.0,-5092.5795107,2670.1796603012085,152,6632,0.001,663000,145.86303764343262
4348,663600,100.0,-5089.96222882,13616.064327926635,152,6636,0.001,663400,152.05450398445132
4351,664000,100.0,-5090.34109209,4004.209680480957,152,6640,0.001,663800,148.0956289958954
4354,664400,100.0,-5091.31706173,4768.836561737061,152,6644,0.001,664200,150.09701658964158
4356,664800,100.0,-5090.46146301,3851.4318809509277,152,6648,0.001,664600,154.9810380554199
4359,665200,100.0,-5089.7601173,8169.137639007568,152,6652,0.001,665000,172.69641136169437
4362,665600,100.0,-5090.19916749,5044.076374588013,152,6656,0.001,665400,150.7156427383423
4364,666000,100.0,-5086.21454757,4868.081835632324,152,6660,0.001,665800,150.10893655776977
4367,666400,100.0,-5085.08121839,4500.330643463135,152,6664,0.001,666200,151.03020278930663
4369,666800,100.0,-5083.71152895,4944.522066383362,152,6668,0.001,666600,149.6756823539734
4372,667200,100.0,-5082.8801823,7906.405149917602,152,6672,0.001,667000,151.61245079994202
4375,667600,100.0,-5102.5941909,6735.450164489746,152,6676,0.001,667400,158.43873544692994
4377,668000,100.0,-5099.86534515,6609.50604473114,152,6680,0.001,667800,156.20284223556519
4380,668400,100.0,-5096.49568617,3455.4344631195067,152,6684,0.001,668200,162.1577000045776
4383,668800,100.0,-5096.88853672,3314.560233383179,152,6688,0.001,668600,161.1310043525696
4385,669200,100.0,-5096.14182121,7141.243605499268,152,6692,0.001,669000,158.51836254119874
4388,669600,100.0,-5094.12314668,6080.981268768311,152,6696,0.001,669400,164.4214476108551
4390,670000,100.0,-5091.90077918,7092.346273460388,152,6700,0.001,669800,167.736373462677
4393,670400,100.0,-5092.57512918,7230.010593109131,152,6704,0.001,670200,156.98552401542662
4396,670800,100.0,-5098.72013292,4941.635607452393,152,6708,0.001,670600,170.6177243757248
4398,671200,100.0,-5099.37190043,3969.7452214813234,152,6712,0.001,671000,159.3869034576416
4401,671600,100.0,-5099.28392894,2517.5107028961183,152,6716,0.001,671400,163.42921573638915
4404,672000,100.0,-5098.46137158,6885.124401245117,152,6720,0.001,671800,157.4517047214508
4406,672400,100.0,-5096.82569354,8444.319725761414,152,6724,0.001,672200,164.40280580520633
4409,672800,100.0,-5084.46284034,8043.429761276245,152,6728,0.001,672600,168.49112785339355
4411,673200,100.0,-5079.37066065,5834.834464263916,152,6732,0.001,673000,158.14619469165805
4414,673600,100.0,-5080.89692185,4998.760490646362,152,6736,0.001,673400,157.20680306196212
4417,674000,100.0,-5078.31681869,5194.297860031128,152,6740,0.001,673800,154.22041894912718
4419,674400,100.0,-5081.94121082,4544.427402496338,152,6744,0.001,674200,166.2340772819519
4422,674800,100.0,-5081.60528026,9654.68060043335,152,6748,0.001,674600,164.17142595291136
4425,675200,100.0,-5082.19812182,10192.892775268554,152,6752,0.001,675000,160.71686863422394
4427,675600,100.0,-5083.46776578,5402.951649246216,152,6756,0.001,675400,158.81151817321776
4430,676000,100.0,-5085.11867824,5259.626662445068,152,6760,0.001,675800,156.4441987609863
4432,676400,100.0,-5085.14809509,2927.6458097839354,152,6764,0.001,676200,155.98065697669986
4435,676800,100.0,-5088.73000771,14905.325773124694,152,6768,0.001,676600,162.877470703125
4438,677200,100.0,-5087.71210823,8920.702839736938,152,6772,0.001,677000,155.47102581977845
4440,677600,100.0,-5068.69557915,6008.9392628479,152,6776,0.001,677400,157.6767269897461
4443,678000,100.0,-5069.78587673,2393.9871926879878,152,6780,0.001,677800,158.87922204971312
4446,678400,100.0,-5071.44746925,5528.275940666199,152,6784,0.001,678200,149.52270946502685
4448,678800,100.0,-5075.51748465,4439.117086868286,152,6788,0.001,678600,157.8321401786804
4451,679200,100.0,-5078.09770909,7964.5952450561535,152,6792,0.001,679000,150.36714176177978
4453,679600,100.0,-5079.78019679,2301.519681892395,152,6796,0.001,679400,157.05159111022948
4456,680000,100.0,-5080.34524913,3442.143483924866,152,6800,0.001,679800,154.60829887390136
4459,680400,100.0,-5080.90150373,6961.704320068359,152,6804,0.001,680200,147.63790054321288
4461,680800,100.0,-5076.84040287,4333.900843276978,152,6808,0.001,680600,143.09992870330808
4464,681200,100.0,-5076.38421426,4389.045037918091,152,6812,0.001,681000,163.8998067855835
4466,681600,100.0,-5077.09636816,6115.660748825073,152,6816,0.001,681400,164.47138313293456
4469,682000,100.0,-5076.49804585,4925.2419685745235,152,6820,0.001,681800,156.15762493133542
4472,682400,100.0,-5080.11889093,4237.864887390137,152,6824,0.001,682200,178.61450756072998
4474,682800,100.0,-5079.81029334,4078.688042087555,152,6828,0.001,682600,160.26600994110106
4477,683200,100.0,-5088.30167031,3994.688301467896,152,6832,0.001,683000,151.37280483245848
4480,683600,100.0,-5091.42697741,3361.263943328857,152,6836,0.001,683400,158.15385573387147
4482,684000,100.0,-5094.36167698,9734.314474945068,152,6840,0.001,683800,171.7686189842224
4485,684400,100.0,-5091.56598827,6352.503523826599,152,6844,0.001,684200,162.48355830192563
4487,684800,100.0,-5091.84399684,6654.067766418457,152,6848,0.001,684600,164.00892476320266
4490,685200,100.0,-5092.29415916,5516.985954971314,152,6852,0.001,685000,165.09735052108763
4493,685600,100.0,-5089.9191281,6287.361839637756,152,6856,0.001,685400,163.76780151367188
4495,686000,100.0,-5090.94255133,2644.3471509552,152,6860,0.001,685800,156.33459142684939
4498,686400,100.0,-5091.26618247,8828.006674499511,152,6864,0.001,686200,153.96934649944305
4501,686800,100.0,-5087.8033937,3754.808130111695,152,6868,0.001,686600,148.903370513916
4503,687200,100.0,-5087.75211,7546.9468711853015,152,6872,0.001,687000,149.5799317264557
4506,687600,100.0,-5091.95555166,6822.400682945252,152,6876,0.001,687400,145.52473857879642
4508,688000,100.0,-5092.68475813,4140.4911907577525,152,6880,0.001,687800,161.825982170105
4511,688400,100.0,-5091.85651037,6075.938718452454,152,6884,0.001,688200,154.54943677902222
4514,688800,100.0,-5088.21062132,3819.116814689636,152,6888,0.001,688600,151.71851756572724
4516,689200,100.0,-5087.52050939,12495.05868133545,152,6892,0.001,689000,150.09310024261475
4519,689600,100.0,-5089.57015015,2491.2656230926514,152,6896,0.001,689400,137.62757349967956
4521,690000,100.0,-5092.0605538,3569.7723874092103,152,6900,0.001,689800,150.2167030954361
4524,690400,100.0,-5094.66190557,3533.261018676758,152,6904,0.001,690200,158.34662698030468
4527,690800,100.0,-5096.32736766,5020.596676979065,152,6908,0.001,690600,155.57421823501588
4529,691200,100.0,-5099.44328537,5259.510345592499,152,6912,0.001,691000,163.24892484664915
4532,691600,100.0,-5098.00286006,4704.085620002746,152,6916,0.001,691400,146.2958588695526
4535,692000,100.0,-5096.840757,2151.9419133758547,152,6920,0.001,691800,164.35318985939026
4537,692400,100.0,-5093.16636954,7414.983086357117,152,6924,0.001,692200,177.64162858486176
4540,692800,100.0,-5096.56644303,5105.685347747803,152,6928,0.001,692600,159.1638593482971
4542,693200,100.0,-5088.3823006,5416.8447996521,152,6932,0.001,693000,167.01699670791623
4545,693600,100.0,-5085.5714521,5652.800393753052,152,6936,0.001,693400,170.76659805893897
4548,694000,100.0,-5085.84608943,4781.203706512451,152,6940,0.001,693800,172.76774095535282
4550,694400,100.0,-5091.0035241,7480.669874267578,152,6944,0.001,694200,150.9958667945862
4553,694800,100.0,-5091.58882436,5912.665459251404,152,6948,0.001,694600,159.36229558944703
4556,695200,100.0,-5091.45287786,2802.1415124893188,152,6952,0.001,695000,158.73149545073508
4558,695600,100.0,-5093.95636574,7029.318796253206,152,6956,0.001,695400,153.570981388092
4561,696000,100.0,-5092.74220839,5507.42496837616,152,6960,0.001,695800,142.31506014823913
4563,696400,100.0,-5096.4489212299995,5720.687556915284,152,6964,0.001,696200,158.4310936832428
4566,696800,100.0,-5101.28936699,5001.891669921875,152,6968,0.001,696600,140.67228474140168
4569,697200,100.0,-5101.17264774,8697.377771492005,152,6972,0.001,697000,135.28129518508908
4571,697600,100.0,-5097.97162663,7185.13925239563,152,6976,0.001,697400,131.56765011310577
4574,698000,100.0,-5098.20831186,5176.776529502869,152,6980,0.001,697800,140.05839971542358
4576,698400,100.0,-5099.09187554,14963.059797210692,152,6984,0.001,698200,139.27614073872567
4579,698800,100.0,-5099.59988407,6639.3054376983655,152,6988,0.001,698600,144.10307399749755
4582,699200,100.0,-5101.19638497,8771.509385757448,152,6992,0.001,699000,151.32289199829103
4584,699600,100.0,-5098.20270132,4246.515497932434,152,6996,0.001,699400,152.21447771072388
4587,700000,100.0,-5094.53540469,6535.943269767761,152,7000,0.001,699800,145.51460945129398
4590,700400,100.0,-5092.85749471,2074.585159034729,152,7004,0.001,700200,147.29265585899353
4592,700800,100.0,-5088.56412823,4864.402263946533,152,7008,0.001,700600,147.03070636749268
4595,701200,100.0,-5085.31729478,4775.4308761978145,152,7012,0.001,701000,152.98187831640243
4598,701600,100.0,-5085.33757759,8141.615607147217,152,7016,0.001,701400,163.303344783783
4600,702000,100.0,-5085.7684881,7074.552468795778,152,7020,0.001,701800,162.00224188804626
4603,702400,100.0,-5085.34727001,6818.516892738342,152,7024,0.001,702200,147.1140545463562
4605,702800,100.0,-5079.5797092,5970.844402561188,152,7028,0.001,702600,145.72132668122651
4608,703200,100.0,-5076.9829607,5003.500481567383,152,7032,0.001,703000,153.81016744613646
4611,703600,100.0,-5074.93155289,7640.386874809266,152,7036,0.001,703400,148.96027688980104
4613,704000,100.0,-5073.630363,5981.970901260376,152,7040,0.001,703800,134.45715712785722
4616,704400,100.0,-5066.78243287,9444.250432968141,152,7044,0.001,704200,158.23321305274965
4619,704800,100.0,-5064.75797618,5471.973791961671,152,7048,0.001,704600,151.16447006702424
4621,705200,100.0,-5068.53371559,5316.420121326447,152,7052,0.001,705000,150.4243028759956
4624,705600,100.0,-5067.21828899,5846.076478500368,152,7056,0.001,705400,147.8932124328613
4626,706000,100.0,-5066.74461509,3567.3403465270994,152,7060,0.001,705800,137.46192470550534
4629,706400,100.0,-5062.67458663,6813.844524879456,152,7064,0.001,706200,132.50427141278982
4632,706800,100.0,-5060.14988063,4521.331011581421,152,7068,0.001,706600,141.6747350502014
4634,707200,100.0,-5060.70783485,4865.094645118714,152,7072,0.001,707000,140.57558660030364
4637,707600,100.0,-5058.74320412,10083.302505874633,152,7076,0.001,707400,144.85256243944167
4640,708000,100.0,-5061.90614878,1717.0522562789918,152,7080,0.001,707800,138.915619058609
4642,708400,100.0,-5060.85703479,9341.302029762268,152,7084,0.001,708200,152.14142673492432
4645,708800,100.0,-5060.70962452,8866.171449127198,152,7088,0.001,708600,150.66011766433715
4647,709200,100.0,-5061.69644901,6671.939708099365,152,7092,0.001,709000,136.2458591401577
4650,709600,100.0,-5062.97900859,5968.189069709778,152,7096,0.001,709400,137.56154656410214
4653,710000,100.0,-5062.54605844,5768.568129653931,152,7100,0.001,709800,126.95325760602951
4655,710400,100.0,-5059.9759722,7139.315118026733,152,7104,0.001,710200,133.87009687267243
4658,710800,100.0,-5059.29694768,5161.6235988998405,152,7108,0.001,710600,130.24032003641128
4661,711200,100.0,-5059.54993304,4841.131018371582,152,7112,0.001,711000,122.83263474941252
4663,711600,100.0,-5060.464319,8217.7507006073,152,7116,0.001,711400,137.94375538825992
4666,712000,100.0,-5060.35092554,4172.3000876235965,152,7120,0.001,711800,142.01027782440187
4669,712400,100.0,-5062.60452137,2905.5630297851562,152,7124,0.001,712200,135.66673273086548
4671,712800,100.0,-5062.69064619,6935.120420913696,152,7128,0.001,712600,131.67842634677888
4674,713200,100.0,-5062.61945443,5422.299856262207,152,7132,0.001,713000,142.58578205108645
4676,713600,100.0,-5062.30230462,4059.132842025757,152,7136,0.001,713400,144.09996122062202
4679,714000,100.0,-5148.22724489,4352.272436103821,152,7140,0.001,713800,139.66064095020297
4682,714400,100.0,-5149.06981608,5985.120087165833,152,7144,0.001,714200,134.84151748657226
4684,714800,100.0,-5150.35810464,5448.816298904418,152,7148,0.001,714600,137.42700691223143
4687,715200,100.0,-5146.00825733,3768.4816320419313,152,7152,0.001,715000,135.02833794593812
4690,715600,100.0,-5146.42233067,5650.858559837341,152,7156,0.001,715400,133.10644436836242
4692,716000,100.0,-5146.6439599000005,4254.718243522644,152,7160,0.001,715800,134.78071561574936
4695,716400,100.0,-5147.22094381,4417.0579664039615,152,7164,0.001,716200,128.7011308813095
4697,716800,100.0,-5146.1831612,4246.911617240906,152,7168,0.001,716600,127.93550691604614
4700,717200,100.0,-5148.5679357,4132.877776069641,152,7172,0.001,717000,113.40013651371002
4703,717600,100.0,-5148.51504781,6466.61752471924,152,7176,0.001,717400,135.8606226348877
4705,718000,100.0,-5144.4548282,22547.844499435425,152,7180,0.001,717800,116.77496753931044
4708,718400,100.0,-5144.55161048,3942.584772338867,152,7184,0.001,718200,116.75578733444212
4711,718800,100.0,-5182.31350036,4436.757036876678,152,7188,0.001,718600,119.45913185119629
4713,719200,100.0,-5180.81025716,3025.5012855529785,152,7192,0.001,719000,140.17791428089143
4716,719600,100.0,-5179.0509850299995,8598.587814636228,152,7196,0.001,719400,124.29794116973876
4719,720000,100.0,-5182.29134749,8101.964551849365,152,7200,0.001,719800,127.02838798999788
4721,720400,100.0,-5182.71885206,5622.900464286804,152,7204,0.001,720200,132.51743774414064
